VEHICLE_YEAR_MANUF,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_TYPE_DESC,ACCIDENT_NO,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS
1999.0,BUS,BUSTEC,Bus/Coach,1,4.0,6.0,51.0,10520.0,1.0
1999.0,BUS,M A N,Bus/Coach,1,4.0,6.0,54.0,9200.0,1.0
1999.0,BUS,MERC B,Bus/Coach,7,4.0,6.0,45.714285714285715,10710.0,1.0
1999.0,BUS,SCANIA,Bus/Coach,14,4.142857142857143,6.0,42.785714285714285,10735.0,1.4285714285714286
1999.0,BUS,SPAR,Bus/Coach,1,4.0,6.0,57.0,11160.0,1.0
1999.0,BUS,VOLVO,Bus/Coach,6,4.0,6.0,44.166666666666664,10693.333333333334,1.8333333333333333
2000.0,BUS,INTERN,Bus/Coach,2,4.0,6.0,50.0,10725.0,21.0
2000.0,BUS,M A N,Bus/Coach,1,4.0,6.0,58.0,11360.0,2.0
2000.0,BUS,MERC B,Bus/Coach,13,4.0,6.0,43.53846153846154,10489.23076923077,1.4615384615384615
2000.0,BUS,SCANIA,Bus/Coach,12,4.333333333333333,6.0,43.75,11705.0,2.3333333333333335
2000.0,BUS,VOLVO,Bus/Coach,7,4.0,6.0,48.0,11467.142857142857,1.0
2001.0,BUS,M A N,Bus/Coach,2,4.0,6.0,41.0,8980.0,1.0
2001.0,BUS,MERC B,Bus/Coach,6,4.0,6.0,43.166666666666664,10603.333333333334,7.833333333333333
2001.0,BUS,SCANIA,Bus/Coach,12,4.166666666666667,6.0,44.083333333333336,11517.5,1.25
2001.0,BUS,VOLVO,Bus/Coach,10,4.2,6.0,45.1,11747.0,2.0
2002.0,BUS,DENNIS,Bus/Coach,1,4.0,6.0,34.0,7320.0,2.0
2002.0,BUS,IRSB,Bus/Coach,3,4.0,6.0,45.333333333333336,10706.666666666666,3.0
2002.0,BUS,IRSBUS,Bus/Coach,1,4.0,6.0,58.0,11080.0,1.0
2002.0,BUS,M A N,Bus/Coach,5,4.0,6.0,43.0,9396.0,1.4
2002.0,BUS,MERC B,Bus/Coach,11,4.0,6.0,46.72727272727273,10755.454545454546,1.3636363636363635
2002.0,BUS,SCANIA,Bus/Coach,14,4.428571428571429,6.0,47.357142857142854,12117.857142857143,2.4285714285714284
2002.0,BUS,VOLVO,Bus/Coach,2,4.0,6.0,44.0,11545.0,4.0
2002.0,BUS,VOLVO,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,1,4.0,6.0,45.0,11530.0,1.0
2003.0,BUS,DENNIS,Bus/Coach,1,4.0,4.0,34.0,7430.0,1.0
2003.0,BUS,IRSB,Bus/Coach,1,4.0,6.0,39.0,10320.0,1.0
2003.0,BUS,IRSBUS,Bus/Coach,1,4.0,6.0,58.0,14760.0,1.0
2003.0,BUS,IVEC D,Bus/Coach,1,4.0,6.0,62.0,11020.0,27.0
2003.0,BUS,M A N,Bus/Coach,2,5.0,6.0,56.5,12970.0,8.0
2003.0,BUS,M A N,Other Vehicle,1,4.0,6.0,25.0,7200.0,10.0
2003.0,BUS,M C A,Bus/Coach,1,6.0,6.0,64.0,17220.0,1.0
2003.0,BUS,MERC B,Bus/Coach,8,4.25,5.75,45.375,11532.375,2.0
2003.0,BUS,SCANIA,Bus/Coach,18,4.222222222222222,5.944444444444445,45.611111111111114,11333.333333333334,2.7222222222222223
2003.0,BUS,SCANIA,Other Vehicle,1,4.0,6.0,46.0,11200.0,1.0
2003.0,BUS,VOLVO,Bus/Coach,23,4.0,6.0,45.82608695652174,11410.869565217392,4.217391304347826
2004.0,BUS,DENNIS,Bus/Coach,1,4.0,6.0,34.0,7380.0,1.0
2004.0,BUS,M A N,Bus/Coach,1,4.0,6.0,46.0,9000.0,3.0
2004.0,BUS,MERC B,Bus/Coach,2,4.0,6.0,48.0,11400.0,1.0
2004.0,BUS,SCANIA,Bus/Coach,11,4.181818181818182,6.0,43.54545454545455,11086.363636363636,4.818181818181818
2004.0,BUS,VOLVO,Bus/Coach,11,4.0,6.0,50.0,11307.272727272728,3.272727272727273
2005.0,BUS,IVEC D,Bus/Coach,2,4.0,5.0,28.0,7018.0,1.5
2005.0,BUS,IVECO,Bus/Coach,1,4.0,6.0,42.0,10160.0,1.0
2005.0,BUS,M A N,Bus/Coach,5,4.0,6.0,42.0,9572.0,3.4
2005.0,BUS,M A N,Mini Bus(9-13 seats),1,4.0,6.0,43.0,9700.0,1.0
2005.0,BUS,MERC B,Bus/Coach,10,4.2,5.8,45.3,10606.0,1.4
2005.0,BUS,SCANIA,Bus/Coach,21,4.095238095238095,6.0,42.857142857142854,10784.761904761905,2.6666666666666665
2005.0,BUS,VOLVO,Bus/Coach,5,4.8,6.0,48.2,12322.0,10.8
2006.0,BUS,DENING,Bus/Coach,1,4.0,6.0,57.0,11360.0,1.0
2006.0,BUS,IVEC D,Bus/Coach,1,4.0,4.0,58.0,10080.0,22.0
2006.0,BUS,M A N,Bus/Coach,7,4.0,6.0,42.0,9728.57142857143,1.2857142857142858
2006.0,BUS,MERC B,Bus/Coach,28,4.071428571428571,5.928571428571429,46.07142857142857,11237.5,3.107142857142857
2006.0,BUS,SCANIA,Bus/Coach,22,4.0,5.909090909090909,42.5,10828.181818181818,1.5
2006.0,BUS,VOLVO,Bus/Coach,11,4.0,6.0,45.90909090909091,11219.09090909091,1.6363636363636365
2006.0,PBVEH,SCANIA,Other Vehicle,1,4.0,6.0,42.0,10840.0,1.0
2007.0,BUS,DENING,Bus/Coach,3,4.0,6.0,52.0,11353.333333333334,3.6666666666666665
2007.0,BUS,M A N,Bus/Coach,4,4.0,6.0,42.0,9735.0,6.5
2007.0,BUS,MERC B,Bus/Coach,17,4.352941176470588,6.0,47.529411764705884,11516.470588235294,4.588235294117647
2007.0,BUS,SCANIA,Bus/Coach,18,4.333333333333333,6.0,45.5,11637.777777777777,2.2777777777777777
2007.0,BUS,VOLVO,Bus/Coach,7,4.0,5.714285714285714,50.285714285714285,11277.142857142857,2.2857142857142856
